Esforço PF;Ano;Data Assinatura Anexo 4/5 Prest. Serv.;Data de Aprovação do Titular;Mês
367,81;2013;25/04/2019;10/06/2013;01/06/13
20,81;2013;;29/05/2013;01/05/13
51,3;2013;07/04/2014;24/05/2013;01/05/13
28;2013;11/03/2014;24/05/2013;01/05/13
195,41;2013;;29/05/2013;01/05/13
120;2013;;29/05/2013;01/05/13
78,55;2014;18/10/2016;22/09/2014;01/09/14
133,8;2013;31/01/2014;28/05/2013;01/05/13
30;2013;;24/05/2013;01/05/13
354,66;2013;22/06/2015;24/05/2013;01/05/13
167,75;2013;27/01/2015;24/05/2013;01/05/13
128;2013;15/08/2014;28/05/2013;01/05/13
32;2013;16/03/2015;29/05/2013;01/05/13
126;2013;18/02/2014;12/06/2013;01/06/13
55,6;2013;29/11/2013;27/05/2013;01/05/13
70,4;2013;19/05/2014;28/05/2013;01/05/13
5,25;2013;14/07/2014;28/05/2013;01/05/13
18,6;2013;04/11/2013;28/05/2013;01/05/13
6;2013;12/07/2013;04/06/2013;01/06/13
75,75;2013;29/03/2016;03/06/2013;01/06/13
62,75;2013;10/06/2014;29/05/2013;01/05/13
50,95;2013;;29/05/2013;01/05/13
206,24;2013;16/09/2015;05/06/2013;01/06/13
13;2013;05/07/2013;03/06/2013;01/06/13
991,75;2013;21/11/2014;31/05/2013;01/05/13
260,73;2013;20/11/2014;03/06/2013;01/06/13
29,1;2013;30/10/2013;31/05/2013;01/05/13
31,2;2013;25/02/2014;13/06/2013;01/06/13
352,3;2013;23/08/2013;05/06/2013;01/06/13
128,39;2013;;11/06/2013;01/06/13
16;2013;16/08/2013;04/06/2013;01/06/13
12;2013;18/07/2013;06/06/2013;01/06/13
3;2013;19/07/2013;07/06/2013;01/06/13
12,17;2013;29/08/2013;06/06/2013;01/06/13
9;2013;06/11/2013;31/07/2013;01/07/13
10;2013;12/09/2014;21/06/2013;01/06/13
24;2013;04/11/2013;05/06/2013;01/06/13
4;2013;03/01/2014;05/06/2013;01/06/13
54;2013;09/08/2013;07/06/2013;01/06/13
45;2013;20/08/2013;06/06/2013;01/06/13
45,05;2013;;12/06/2013;01/06/13
140;2013;04/07/2013;10/06/2013;01/06/13
13,8;2013;02/04/2015;06/06/2013;01/06/13
34;2013;09/12/2013;06/06/2013;01/06/13
313,35;2013;26/10/2018;10/06/2013;01/06/13
60,6;2013;16/12/2015;07/06/2013;01/06/13
3;2013;26/09/2013;07/06/2013;01/06/13
105;2013;23/10/2014;10/06/2013;01/06/13
15;2013;;12/06/2013;01/06/13
35;2013;25/09/2013;07/06/2013;01/06/13
89,45;2013;24/04/2014;07/06/2013;01/06/13
33,24;2013;15/09/2016;07/06/2013;01/06/13
300;2013;;10/06/2013;01/06/13
11;2013;03/10/2014;11/06/2013;01/06/13
50;2013;04/12/2013;10/06/2013;01/06/13
36;2013;04/12/2013;10/06/2013;01/06/13
10;2013;16/09/2013;12/06/2013;01/06/13
1122;2013;27/02/2014;12/06/2013;01/06/13
27,25;2013;09/10/2013;12/06/2013;01/06/13
44;2013;18/10/2013;12/06/2013;01/06/13
57,15;2013;10/09/2014;13/06/2013;01/06/13
68,6;2013;12/02/2015;13/06/2013;01/06/13
6;2013;02/07/2013;13/06/2013;01/06/13
44;2013;27/07/2015;14/06/2013;01/06/13
30;2013;29/04/2014;19/06/2013;01/06/13
75,75;2013;10/10/2014;14/06/2013;01/06/13
18;2013;22/11/2013;18/06/2013;01/06/13
42,75;2013;09/03/2014;17/06/2013;01/06/13
29,25;2013;19/08/2013;14/06/2013;01/06/13
15;2013;23/10/2013;14/06/2013;01/06/13
49,66;2013;25/04/2018;17/06/2013;01/06/13
26;2013;01/12/2016;14/06/2013;01/06/13
48,75;2013;;14/06/2013;01/06/13
30;2013;31/10/2016;14/06/2013;01/06/13
304,21;2013;02/10/2015;14/06/2013;01/06/13
30;2013;;14/06/2013;01/06/13
1108,72;2019;22/02/2021;13/02/2019;01/02/19
91,89;2013;;14/06/2013;01/06/13
54,9;2013;09/09/2016;14/06/2013;01/06/13
10;2013;30/12/2013;17/06/2013;01/06/13
332,55;2013;06/06/2014;18/06/2013;01/06/13
46,66;2013;01/08/2017;17/06/2013;01/06/13
5,25;2013;;17/06/2013;01/06/13
35,5;2013;14/10/2013;17/06/2013;01/06/13
500;2013;;17/06/2013;01/06/13
300;2013;;17/06/2013;01/06/13
68;2013;11/12/2013;17/06/2013;01/06/13
14,2;2013;20/03/2014;17/06/2013;01/06/13
14,25;2013;07/04/2016;18/06/2013;01/06/13
219;2013;30/06/2014;18/06/2013;01/06/13
334,64;2013;26/09/2014;30/08/2013;01/08/13
5;2013;05/12/2014;20/06/2013;01/06/13
118,09;2013;22/02/2019;20/06/2013;01/06/13
268,2;2013;;18/06/2013;01/06/13
43,5;2013;15/04/2014;18/06/2013;01/06/13
554,2;2013;23/10/2013;18/06/2013;01/06/13
11;2013;;19/06/2013;01/06/13
276,1;2013;;19/06/2013;01/06/13
69;2013;;19/06/2013;01/06/13
361,95;2013;;19/06/2013;01/06/13
11,25;2013;04/10/2013;20/06/2013;01/06/13
507,58;2013;04/04/2014;21/06/2013;01/06/13
24;2013;;21/06/2013;01/06/13
54;2013;09/08/2013;21/06/2013;01/06/13
139,69;2013;14/04/2014;21/06/2013;01/06/13
18;2013;22/11/2013;21/06/2013;01/06/13
9;2013;03/12/2013;25/06/2013;01/06/13
41,59;2013;21/11/2014;24/06/2013;01/06/13
24,75;2013;10/06/2014;24/06/2013;01/06/13
22;2013;19/07/2013;24/06/2013;01/06/13
166,25;2013;10/05/2018;24/06/2013;01/06/13
85,97;2013;13/10/2014;24/06/2013;01/06/13
31,88;2013;07/11/2013;25/06/2013;01/06/13
158,7;2013;02/10/2014;25/06/2013;01/06/13
14;2013;03/03/2015;25/06/2013;01/06/13
14;2013;;25/06/2013;01/06/13
3;2013;;25/06/2013;01/06/13
3;2013;;25/06/2013;01/06/13
7;2013;14/08/2014;26/06/2013;01/06/13
10;2013;31/07/2013;27/06/2013;01/06/13
128;2013;04/02/2016;27/06/2013;01/06/13
369;2013;30/09/2014;27/06/2013;01/06/13
28;2013;11/12/2013;27/06/2013;01/06/13
19,79;2013;26/10/2015;27/06/2013;01/06/13
27;2013;25/11/2013;01/07/2013;01/07/13
420,28;2013;22/01/2019;01/07/2013;01/07/13
703,86;2013;13/11/2017;28/06/2013;01/06/13
42,75;2013;24/03/2014;13/11/2013;01/11/13
14;2013;07/10/2013;28/06/2013;01/06/13
20;2013;;02/07/2013;01/07/13
121,5;2013;15/12/2014;01/07/2013;01/07/13
336,77;2013;13/02/2017;01/07/2013;01/07/13
124,43;2013;13/07/2018;01/07/2013;01/07/13
61,09;2013;10/05/2018;01/07/2013;01/07/13
6;2013;02/09/2013;01/07/2013;01/07/13
390,52;2013;17/10/2014;01/07/2013;01/07/13
20,52;2013;04/12/2013;01/07/2013;01/07/13
6,6;2013;31/01/2018;01/07/2013;01/07/13
179,5;2013;25/06/2014;01/07/2013;01/07/13
27;2013;25/11/2013;02/07/2013;01/07/13
25;2013;;02/07/2013;01/07/13
39,57;2013;16/09/2014;02/07/2013;01/07/13
89;2013;26/03/2014;02/07/2013;01/07/13
4,5;2013;16/05/2018;03/07/2013;01/07/13
4,5;2013;22/03/2016;04/07/2013;01/07/13
4,5;2013;23/06/2015;03/07/2013;01/07/13
31,3;2013;13/09/2016;03/07/2013;01/07/13
453,74;2013;15/02/2016;03/07/2013;01/07/13
22;2013;13/05/2015;04/07/2013;01/07/13
94,35;2013;06/11/2013;05/07/2013;01/07/13
43,1;2013;09/06/2014;08/07/2013;01/07/13
19,5;2013;26/08/2014;05/07/2013;01/07/13
120;2013;;05/07/2013;01/07/13
22;2013;27/01/2015;05/07/2013;01/07/13
36;2013;10/01/2014;05/07/2013;01/07/13
746,8;2013;07/08/2014;05/07/2013;01/07/13
356,45;2013;04/01/2017;05/07/2013;01/07/13
6;2013;10/09/2018;08/07/2013;01/07/13
7;2014;;24/03/2014;01/03/14
9;2013;07/08/2013;08/07/2013;01/07/13
59,25;2013;17/02/2014;09/07/2013;01/07/13
10;2013;;09/07/2013;01/07/13
126;2013;02/05/2014;15/07/2013;01/07/13
70;2013;28/10/2014;23/07/2013;01/07/13
6;2013;16/06/2015;09/07/2013;01/07/13
4,5;2013;25/08/2014;09/07/2013;01/07/13
3;2013;16/09/2015;09/07/2013;01/07/13
8;2013;;09/07/2013;01/07/13
4,5;2013;02/06/2015;09/07/2013;01/07/13
5,25;2018;28/08/2018;02/07/2018;01/07/18
89,81;2014;10/10/2014;09/06/2014;01/06/14
4;2013;04/08/2015;09/07/2013;01/07/13
129,5;2013;11/04/2014;09/07/2013;01/07/13
32;2013;18/11/2013;09/07/2013;01/07/13
10,8;2013;14/11/2013;24/07/2013;01/07/13
15;2013;11/09/2013;10/07/2013;01/07/13
6,12;2013;;10/07/2013;01/07/13
6;2013;;10/07/2013;01/07/13
28,35;2013;;10/07/2013;01/07/13
711,49;2013;27/12/2016;10/07/2013;01/07/13
146,4;2013;04/12/2013;10/07/2013;01/07/13
6;2013;05/12/2013;15/07/2013;01/07/13
5;2013;09/01/2014;11/07/2013;01/07/13
28;2013;08/08/2013;12/07/2013;01/07/13
60,3;2013;13/08/2014;16/07/2013;01/07/13
44;2013;06/02/2014;15/07/2013;01/07/13
9;2013;05/11/2014;15/07/2013;01/07/13
18;2013;;15/07/2013;01/07/13
39;2013;04/02/2014;15/07/2013;01/07/13
198;2013;;15/07/2013;01/07/13
1237,52;2013;26/07/2017;22/07/2013;01/07/13
24;2013;26/02/2015;23/07/2013;01/07/13
6,12;2013;;15/07/2013;01/07/13
26,27;2013;03/06/2015;15/07/2013;01/07/13
160,25;2013;11/08/2014;15/07/2013;01/07/13
12;2014;16/09/2016;07/04/2014;01/04/14
0,6;2013;10/01/2014;24/07/2013;01/07/13
62,25;2013;14/01/2014;19/07/2013;01/07/13
10,5;2013;03/01/2014;17/07/2013;01/07/13
11;2013;;17/07/2013;01/07/13
78,75;2013;03/05/2018;17/07/2013;01/07/13
54;2013;05/09/2013;24/07/2013;01/07/13
64,85;2013;23/08/2019;19/07/2013;01/07/13
10;2013;02/10/2013;26/07/2013;01/07/13
169;2013;;18/07/2013;01/07/13
103,28;2013;;18/07/2013;01/07/13
138;2013;24/01/2014;18/07/2013;01/07/13
164;2013;24/01/2014;18/07/2013;01/07/13
153;2013;;18/07/2013;01/07/13
5;2013;06/02/2014;22/07/2013;01/07/13
29,75;2013;24/04/2018;22/07/2013;01/07/13
81;2013;18/09/2013;22/07/2013;01/07/13
0,6;2013;25/11/2013;22/07/2013;01/07/13
3;2013;13/08/2013;25/07/2013;01/07/13
184,3;2013;02/04/2014;22/07/2013;01/07/13
57,63;2013;27/02/2014;22/07/2013;01/07/13
101,42;2013;17/02/2014;22/07/2013;01/07/13
38;2013;18/12/2014;22/07/2013;01/07/13
415,61;2013;14/01/2015;22/07/2013;01/07/13
28;2017;18/04/2017;05/04/2017;01/04/17
4,5;2013;;30/07/2013;01/07/13
78;2013;24/01/2014;23/07/2013;01/07/13
26;2013;;29/07/2013;01/07/13
47,4;2013;12/02/2014;25/07/2013;01/07/13
20;2013;;25/07/2013;01/07/13
341,81;2013;06/05/2016;29/07/2013;01/07/13
8;2013;07/08/2013;01/08/2013;01/08/13
10,29;2013;29/09/2014;29/07/2013;01/07/13
111,85;2013;04/12/2014;30/07/2013;01/07/13
15;2013;24/03/2014;30/07/2013;01/07/13
68;2013;26/08/2014;01/08/2013;01/08/13
48;2013;03/10/2013;31/07/2013;01/07/13
4;2013;18/12/2015;31/07/2013;01/07/13
11;2013;23/12/2013;02/08/2013;01/08/13
12;2013;16/08/2013;02/08/2013;01/08/13
365,85;2013;30/05/2014;05/08/2013;01/08/13
5,25;2013;;05/08/2013;01/08/13
12;2013;13/11/2013;05/08/2013;01/08/13
45,1;2013;21/07/2014;06/08/2013;01/08/13
20;2013;07/11/2013;07/08/2013;01/08/13
28,5;2013;22/11/2013;07/08/2013;01/08/13
1,2;2013;17/10/2013;07/08/2013;01/08/13
47,25;2013;21/01/2014;07/08/2013;01/08/13
10;2013;14/01/2014;07/08/2013;01/08/13
134,31;2013;06/12/2018;07/08/2013;01/08/13
60,38;2013;28/01/2015;07/08/2013;01/08/13
682,6;2013;10/05/2018;07/08/2013;01/08/13
134,85;2013;22/09/2015;07/08/2013;01/08/13
27;2013;24/06/2014;07/08/2013;01/08/13
33;2013;12/11/2014;13/08/2013;01/08/13
15,75;2013;14/10/2014;08/08/2013;01/08/13
5,25;2013;;08/08/2013;01/08/13
514,33;2014;17/05/2018;15/04/2014;01/04/14
47,2;2013;25/02/2014;12/08/2013;01/08/13
5;2013;29/07/2014;13/08/2013;01/08/13
12;2013;14/01/2014;13/08/2013;01/08/13
7,05;2013;04/09/2014;20/08/2013;01/08/13
327,3;2013;24/02/2017;13/08/2013;01/08/13
18,7;2013;04/09/2015;16/08/2013;01/08/13
30,25;2013;24/02/2014;19/08/2013;01/08/13
22;2013;02/10/2013;12/08/2013;01/08/13
14;2013;16/03/2015;09/08/2013;01/08/13
3;2013;07/04/2014;09/08/2013;01/08/13
45;2013;;09/08/2013;01/08/13
44;2013;31/10/2014;16/08/2013;01/08/13
14;2013;14/07/2014;15/08/2013;01/08/13
183;2013;21/03/2014;23/08/2013;01/08/13
18,75;2013;17/11/2015;19/08/2013;01/08/13
25,8;2013;01/09/2014;19/08/2013;01/08/13
22;2013;16/06/2014;22/08/2013;01/08/13
14;2013;18/12/2014;23/08/2013;01/08/13
462,7;2013;26/08/2016;26/08/2013;01/08/13
10;2013;27/09/2013;23/08/2013;01/08/13
5,12;2013;01/12/2014;21/08/2013;01/08/13
54;2013;25/09/2013;22/08/2013;01/08/13
22,95;2013;;21/11/2013;01/11/13
37;2013;24/02/2015;22/08/2013;01/08/13
9,45;2013;05/03/2014;22/08/2013;01/08/13
48;2013;19/03/2014;22/08/2013;01/08/13
20;2013;04/10/2013;23/08/2013;01/08/13
32;2013;21/10/2014;23/08/2013;01/08/13
4,35;2013;04/12/2013;26/08/2013;01/08/13
38;2013;;27/08/2013;01/08/13
97,75;2013;22/03/2018;27/08/2013;01/08/13
136,74;2013;18/09/2015;27/08/2013;01/08/13
6;2013;05/11/2013;28/08/2013;01/08/13
7,5;2013;23/05/2014;28/08/2013;01/08/13
45,1;2013;29/07/2014;29/08/2013;01/08/13
25,65;2013;24/03/2014;29/08/2013;01/08/13
45,75;2013;13/05/2014;30/08/2013;01/08/13
62,81;2013;22/05/2014;30/08/2013;01/08/13
18;2013;27/11/2013;30/08/2013;01/08/13
38;2013;29/10/2014;30/08/2013;01/08/13
42;2013;18/02/2014;30/08/2013;01/08/13
7;2013;21/01/2014;30/08/2013;01/08/13
6;2013;29/05/2014;30/08/2013;01/08/13
646,82;2013;10/11/2014;03/09/2013;01/09/13
42;2013;12/12/2013;05/09/2013;01/09/13
57;2013;09/12/2013;02/09/2013;01/09/13
33,5;2013;21/10/2013;02/09/2013;01/09/13
7,2;2013;21/10/2013;02/09/2013;01/09/13
71,35;2013;10/12/2019;02/09/2013;01/09/13
121,25;2013;23/05/2016;02/09/2013;01/09/13
80,6;2013;;02/09/2013;01/09/13
24,55;2013;;02/09/2013;01/09/13
211;2013;31/08/2017;02/09/2013;01/09/13
271,25;2013;27/05/2014;04/09/2013;01/09/13
24;2013;27/11/2013;03/09/2013;01/09/13
16;2013;04/10/2013;03/09/2013;01/09/13
5,25;2013;;03/09/2013;01/09/13
5,25;2013;;03/09/2013;01/09/13
23,25;2013;26/11/2013;03/09/2013;01/09/13
8,5;2013;29/10/2013;03/09/2013;01/09/13
7,5;2013;29/12/2014;03/09/2013;01/09/13
1162,63;2013;31/10/2014;03/09/2013;01/09/13
415,66;2013;09/07/2014;03/09/2013;01/09/13
893;2013;07/04/2014;03/09/2013;01/09/13
182,25;2013;20/05/2016;06/09/2013;01/09/13
233,13;2013;30/04/2015;06/09/2013;01/09/13
6;2013;;05/09/2013;01/09/13
42;2013;07/04/2014;05/09/2013;01/09/13
30,75;2014;30/03/2016;29/01/2014;01/01/14
69,63;2013;27/02/2014;05/09/2013;01/09/13
220;2013;22/09/2014;05/09/2013;01/09/13
126,25;2013;02/05/2018;05/09/2013;01/09/13
18,85;2013;29/01/2014;06/09/2013;01/09/13
25;2013;;06/09/2013;01/09/13
52,58;2013;;06/09/2013;01/09/13
187,58;2013;07/10/2015;13/09/2013;01/09/13
60;2013;;09/09/2013;01/09/13
14;2013;22/01/2014;09/09/2013;01/09/13
11;2013;26/09/2013;09/09/2013;01/09/13
433,75;2013;03/02/2014;09/09/2013;01/09/13
224,2;2013;01/12/2014;10/09/2013;01/09/13
14;2013;24/04/2014;10/09/2013;01/09/13
4,5;2013;23/09/2014;10/09/2013;01/09/13
6,75;2013;29/05/2014;16/09/2013;01/09/13
68;2013;30/01/2014;11/09/2013;01/09/13
39;2013;;11/09/2013;01/09/13
24,5;2013;24/06/2014;11/09/2013;01/09/13
74,2;2013;22/10/2014;11/09/2013;01/09/13
18,6;2013;09/10/2014;11/09/2013;01/09/13
12;2013;17/06/2016;11/09/2013;01/09/13
16;2018;13/09/2018;02/08/2018;01/08/18
15;2013;30/09/2013;11/09/2013;01/09/13
168;2013;24/02/2014;11/09/2013;01/09/13
706,89;2013;01/06/2015;12/09/2013;01/09/13
285,25;2013;13/11/2015;13/09/2013;01/09/13
4,5;2013;;12/09/2013;01/09/13
117,5;2013;25/07/2014;12/09/2013;01/09/13
12;2013;04/11/2013;13/09/2013;01/09/13
10;2013;;13/09/2013;01/09/13
600;2013;;13/09/2013;01/09/13
1,4;2013;28/11/2019;17/09/2013;01/09/13
71,5;2013;;16/09/2013;01/09/13
78,5;2013;;16/09/2013;01/09/13
24;2013;19/12/2013;17/09/2013;01/09/13
54;2013;19/03/2014;26/09/2013;01/09/13
13;2013;;18/09/2013;01/09/13
1116,61;2013;04/07/2014;20/09/2013;01/09/13
342;2013;;19/09/2013;01/09/13
428,25;2013;04/12/2013;18/09/2013;01/09/13
150;2013;;18/09/2013;01/09/13
42;2013;;19/09/2013;01/09/13
12;2013;;19/09/2013;01/09/13
32;2013;30/10/2013;19/09/2013;01/09/13
32,5;2013;06/02/2014;23/09/2013;01/09/13
490,15;2013;10/12/2013;23/09/2013;01/09/13
48,75;2013;12/03/2014;23/09/2013;01/09/13
43;2013;02/01/2014;23/09/2013;01/09/13
11,4;2013;14/11/2013;23/09/2013;01/09/13
36,1;2013;15/07/2014;24/09/2013;01/09/13
54;2013;19/03/2014;23/09/2013;01/09/13
12,75;2013;25/03/2014;24/09/2013;01/09/13
19,5;2013;05/12/2014;25/09/2013;01/09/13
58,5;2013;;25/09/2013;01/09/13
12,4;2013;14/01/2014;24/09/2013;01/09/13
12,4;2013;;24/09/2013;01/09/13
21;2013;11/06/2014;25/09/2013;01/09/13
153;2013;07/04/2017;25/09/2013;01/09/13
12,4;2013;;25/09/2013;01/09/13
12;2013;;25/09/2013;01/09/13
28;2013;19/05/2016;26/09/2013;01/09/13
19,5;2013;01/10/2018;26/09/2013;01/09/13
7;2013;11/09/2014;26/09/2013;01/09/13
54;2013;19/03/2014;26/09/2013;01/09/13
54;2013;19/03/2014;26/09/2013;01/09/13
39;2013;03/02/2014;09/10/2013;01/10/13
121,58;2013;24/01/2019;03/11/2013;01/11/13
68,05;2013;;11/10/2013;01/10/13
8,25;2013;07/11/2013;27/09/2013;01/09/13
2,25;2013;21/01/2014;27/09/2013;01/09/13
17,25;2013;17/02/2014;27/09/2013;01/09/13
232,38;2013;;30/09/2013;01/09/13
4,05;2013;13/12/2013;05/11/2013;01/11/13
42;2013;03/02/2014;14/10/2013;01/10/13
65,45;2013;19/03/2014;05/11/2013;01/11/13
47,3;2013;19/03/2014;21/10/2013;01/10/13
23,1;2013;24/03/2014;24/10/2013;01/10/13
15;2013;;24/10/2013;01/10/13
0,6;2013;03/06/2014;21/10/2013;01/10/13
14,28;2013;;11/10/2013;01/10/13
114,73;2013;02/04/2014;31/10/2013;01/10/13
48,6;2013;;08/10/2013;01/10/13
199,45;2013;20/11/2014;31/10/2013;01/10/13
24;2013;24/01/2014;07/10/2013;01/10/13
12;2013;11/07/2017;30/10/2013;01/10/13
17;2013;03/01/2018;05/11/2013;01/11/13
46,68;2013;17/02/2014;08/10/2013;01/10/13
9,75;2013;18/02/2014;28/10/2013;01/10/13
14;2013;24/02/2014;29/10/2013;01/10/13
257,28;2013;22/02/2018;24/10/2013;01/10/13
94;2013;02/04/2014;24/10/2013;01/10/13
238,72;2013;23/10/2015;24/10/2013;01/10/13
24;2013;24/04/2014;30/10/2013;01/10/13
13,8;2013;11/09/2014;08/10/2013;01/10/13
54;2013;06/11/2014;30/10/2013;01/10/13
60,3;2013;22/07/2014;02/10/2013;01/10/13
21;2013;19/09/2014;02/11/2013;01/11/13
6,12;2013;;08/10/2013;01/10/13
100;2013;05/06/2014;11/10/2013;01/10/13
32;2013;27/03/2014;24/10/2013;01/10/13
65,65;2013;05/05/2014;24/10/2013;01/10/13
23;2013;11/06/2014;03/11/2013;01/11/13
23;2013;19/09/2014;03/11/2013;01/11/13
14,7;2013;;14/10/2013;01/10/13
781,65;2013;;24/10/2013;01/10/13
68,1;2013;29/06/2016;10/10/2013;01/10/13
123,45;2013;11/05/2016;21/10/2013;01/10/13
2,25;2013;30/06/2014;20/10/2013;01/10/13
19;2013;07/08/2014;22/10/2013;01/10/13
49;2013;;31/10/2013;01/10/13
28,5;2013;08/01/2016;11/10/2013;01/10/13
41,15;2013;23/02/2015;08/10/2013;01/10/13
32,71;2013;24/11/2014;16/10/2013;01/10/13
141,25;2013;07/07/2014;22/10/2013;01/10/13
60,3;2013;22/07/2014;02/10/2013;01/10/13
2,8;2013;17/11/2014;30/10/2013;01/10/13
37;2013;30/09/2014;24/10/2013;01/10/13
347,75;2013;16/10/2014;22/10/2013;01/10/13
11;2013;07/03/2015;10/10/2013;01/10/13
400,46;2013;11/09/2018;22/10/2013;01/10/13
148;2013;;11/10/2013;01/10/13
28,2;2013;25/03/2014;08/10/2013;01/10/13
23,9;2013;23/01/2014;31/10/2013;01/10/13
90;2013;03/04/2014;08/10/2013;01/10/13
3,6;2013;26/11/2019;18/10/2013;01/10/13
9;2013;05/01/2015;12/11/2013;01/11/13
18;2014;21/03/2016;03/07/2014;01/07/14
20,25;2013;22/03/2018;10/10/2013;01/10/13
80,29;2013;31/05/2017;10/10/2013;01/10/13
12;2013;11/03/2014;17/10/2013;01/10/13
195,1;2013;08/10/2015;15/10/2013;01/10/13
49,5;2013;18/10/2013;03/10/2013;01/10/13
24;2013;12/03/2014;24/10/2013;01/10/13
73,44;2013;05/11/2014;21/10/2013;01/10/13
18,2;2013;12/03/2014;31/10/2013;01/10/13
79,65;2013;02/04/2014;22/10/2013;01/10/13
626,87;2013;20/11/2014;17/10/2013;01/10/13
60,3;2013;22/07/2014;02/10/2013;01/10/13
234,34;2013;05/04/2017;22/10/2013;01/10/13
22,75;2013;03/01/2018;05/11/2013;01/11/13
104,46;2013;18/12/2014;16/10/2013;01/10/13
17,5;2013;24/03/2014;24/10/2013;01/10/13
28;2013;09/04/2014;22/10/2013;01/10/13
8;2013;05/12/2013;03/11/2013;01/11/13
10,5;2013;10/04/2015;16/10/2013;01/10/13
251,35;2013;01/04/2014;16/10/2013;01/10/13
142,7;2014;;02/04/2014;01/04/14
258;2013;12/05/2014;17/10/2013;01/10/13
60,3;2013;22/07/2014;02/10/2013;01/10/13
35;2013;07/05/2014;24/10/2013;01/10/13
753,72;2013;31/05/2016;14/10/2013;01/10/13
36;2013;21/01/2014;23/10/2013;01/10/13
48,06;2013;;02/10/2013;01/10/13
60,3;2013;22/07/2014;02/10/2013;01/10/13
83,34;2013;;30/10/2013;01/10/13
484,9;2015;;03/12/2015;01/12/15
658,07;2015;;03/12/2015;01/12/15
415,93;2015;;03/12/2015;01/12/15
3;2013;11/08/2014;22/10/2013;01/10/13
245,99;2013;06/03/2018;30/09/2013;01/09/13
68,48;2013;01/09/2014;04/10/2013;01/10/13
32;2013;14/04/2014;02/11/2013;01/11/13
3;2013;13/02/2014;16/10/2013;01/10/13
47,38;2013;09/04/2014;24/10/2013;01/10/13
202;2013;;03/11/2013;01/11/13
54;2013;04/06/2014;30/09/2013;01/09/13
54;2013;19/05/2014;30/09/2013;01/09/13
313;2013;21/03/2014;30/09/2013;01/09/13
12;2013;19/12/2013;30/09/2013;01/09/13
244,75;2013;;30/09/2013;01/09/13
154,5;2013;05/06/2017;30/09/2013;01/09/13
12,75;2013;18/02/2014;30/09/2013;01/09/13
4,5;2013;18/12/2015;24/10/2013;01/10/13
483,18;2013;22/12/2015;18/10/2013;01/10/13
28;2013;28/11/2013;21/10/2013;01/10/13
56,7;2013;25/03/2014;22/10/2013;01/10/13
43,25;2013;10/03/2015;02/10/2013;01/10/13
10,2;2013;07/10/2014;15/10/2013;01/10/13
42;2013;11/06/2014;23/10/2013;01/10/13
18,3;2013;04/07/2014;29/10/2013;01/10/13
20;2013;30/12/2013;30/09/2013;01/09/13
21;2013;16/09/2014;31/10/2013;01/10/13
59;2013;26/05/2014;30/09/2013;01/09/13
87,5;2013;18/03/2014;22/10/2013;01/10/13
158;2013;;31/10/2013;01/10/13
377,25;2013;02/09/2014;17/10/2013;01/10/13
268,5;2013;05/12/2014;30/09/2013;01/09/13
34,1;2013;23/02/2015;30/09/2013;01/09/13
494;2013;01/04/2014;14/10/2013;01/10/13
3;2013;26/09/2017;30/09/2013;01/09/13
29,25;2013;27/01/2014;30/09/2013;01/09/13
64,5;2013;20/12/2013;11/10/2013;01/10/13
500;2013;;11/10/2013;01/10/13
113,99;2013;;22/10/2013;01/10/13
21;2013;11/12/2013;18/10/2013;01/10/13
204,14;2013;13/10/2016;17/10/2013;01/10/13
139,5;2013;20/01/2014;10/10/2013;01/10/13
194;2013;;04/11/2013;01/11/13
23;2013;29/09/2014;24/10/2013;01/10/13
154,25;2017;06/03/2018;07/04/2017;01/04/17
16;2013;28/11/2013;24/10/2013;01/10/13
12;2013;24/01/2014;03/11/2013;01/11/13
33;2013;24/02/2014;29/10/2013;01/10/13
3;2013;11/03/2014;18/10/2013;01/10/13
2110,38;2013;14/09/2018;10/10/2013;01/10/13
14,7;2013;12/02/2014;01/10/2013;01/10/13
33,75;2013;05/03/2014;24/10/2013;01/10/13
7;2013;11/03/2015;22/10/2013;01/10/13
4,5;2013;;03/11/2013;01/11/13
66;2013;;10/10/2013;01/10/13
49;2013;24/01/2014;24/10/2013;01/10/13
35,1;2018;;15/06/2018;01/06/18
327,6;2013;;22/11/2013;01/11/13
724;2013;;21/11/2013;01/11/13
20,25;2013;20/12/2013;15/10/2013;01/10/13
55,25;2013;16/09/2014;21/10/2013;01/10/13
227;2013;10/10/2014;16/10/2013;01/10/13
7;2013;28/03/2014;22/10/2013;01/10/13
12;2013;12/03/2014;31/10/2013;01/10/13
43,88;2013;19/12/2014;10/10/2013;01/10/13
3;2013;24/04/2014;02/10/2013;01/10/13
42;2013;11/06/2014;23/10/2013;01/10/13
42;2013;11/06/2014;23/10/2013;01/10/13
6,4;2013;;18/10/2013;01/10/13
290,41;2013;06/03/2014;02/10/2013;01/10/13
309,27;2014;07/10/2014;24/02/2014;01/02/14
11;2013;16/03/2015;01/10/2013;01/10/13
133,25;2013;06/05/2014;28/10/2013;01/10/13
124,75;2013;27/11/2017;23/10/2013;01/10/13
13,21;2013;28/07/2014;23/10/2013;01/10/13
38;2013;02/04/2014;09/10/2013;01/10/13
7,5;2013;09/05/2014;16/10/2013;01/10/13
173,5;2013;09/01/2017;02/10/2013;01/10/13
533,5;2013;28/04/2014;29/10/2013;01/10/13
320;2013;;04/11/2013;01/11/13
